CNT_STATE,ORG_NM,TOT_FILE_CNT,SCS_CNT,FAIL_CNT,REJ_CNT,SKIP_CNT,SCS_PCT_FILE
AR,Mainline Health Systems,2,0,0,0,0,0.0
AR,"Mainline Health Systems, Inc.",4,1,0,0,0,25.0
AR,Mainline Health Systems- Warren,3,1,0,0,0,33.33
AR,Mainline Uam Medical Clinic,2,1,0,0,0,50.0
AR,Medical Associates of Northwest Arkansas,2,0,0,0,0,0.0
AR,Medical College Physician Group,12,4,0,0,0,33.33
AR,Mercy Clinic Fort Smith Communities,12,4,0,0,0,33.33
AR,Mercy Clinics Ortho Pedics River Valley,1,0,0,0,0,0.0
AR,Mercy Heart and Vascular,2,0,0,0,0,0.0
AR,Midsouth Transitions Medical Group,1,1,0,0,0,100.0
AR,Mission Psychotherapy Services,3,3,0,0,0,100.0
AR,Mitchell Family Medicine,6,2,0,0,0,33.33
AR,Momentum Aba Therapy,3,1,0,0,0,33.33
AR,My Psych Health,2,0,0,0,0,0.0
AR,Nea Baptist Clinic,8,3,0,0,0,37.5
AR,Nextstep Counseling Services,64,28,4,0,4,43.75
AR,North Arkansas Regional Medical Center,1,1,0,0,0,100.0
AR,Northwest Physicians,6,1,0,0,0,16.67
AR,Northwest Physicians LLC,8,2,0,0,0,25.0
AR,OZARK GUIDANCE,11,6,0,0,0,54.55
AR,Optum Behavioral Care of North Carolina  PC,2,0,0,0,0,0.0
AR,"Optum Behavioral Care of North Carolina, P.C.",6,3,1,0,0,50.0
AR,Ouachita Childrens Center,1,0,0,0,0,0.0
AR,Ouachita Physical Therapy,2,0,0,0,0,0.0
AR,Ouachita Physician Svcs,1,0,0,0,0,0.0
AR,Ouachita Regional Counseling,3,2,0,0,0,66.67
AR,Ozark Guidance Ctr,1,1,0,0,0,100.0
AR,Ozark Regional Vein Center,2,1,0,0,0,50.0
AR,Pain Treatment Centers Of America,2,1,0,0,0,50.0
AR,Pain Treatment Centers of America,3,3,0,0,0,100.0
AR,Pain Treatment Centers of America PLLC,3,3,0,0,0,100.0
AR,Pathways Pediatric Therapies,1,1,0,0,0,100.0
AR,Pediatrics Plus Therapy Services,1,1,0,0,0,100.0
AR,Phoenix Counseling Svcs,2,1,0,0,0,50.0
AR,"Pinnacle Gastroenterology Associates, PLLC",4,1,0,0,0,25.0
AR,Pioneer Health Services,3,2,0,0,0,66.67
AR,Pivot Integrative Health,4,1,0,0,0,25.0
AR,Premier Dermatology & Aesthetics,2,1,0,0,0,50.0
AR,"Prestige Care, PLLC",1,1,0,0,0,100.0
AR,Professional Counseling Associates,6,2,0,0,0,33.33
AR,Quality Healthcare Resources,2,1,0,0,0,50.0
AR,REDING & LEACH MD PLLC,2,1,0,0,0,50.0
AR,REVIVE HEALTH AND WELLNESS,2,2,0,0,0,100.0
AR,Reding & Leach MD,1,0,0,0,0,0.0
AR,Regional Therapy Services Inc.,1,1,0,0,0,100.0
AR,RehabNet,13,5,0,0,0,38.46
AR,Rehabilitation Network of Arkansas Inc,51,15,0,0,0,29.41
AR,Revive Health & Wellness,1,1,0,0,0,100.0
AR,"Rise Rehabilitation, LLC",2,0,0,0,0,0.0
AR,"River Valley ABA Services, INC",6,4,0,0,0,66.67
AR,River Valley Aba Services,1,1,0,0,0,100.0
AR,River Valley Youth Foundation,1,0,0,0,0,0.0
AR,Rpi Behavioral Health,2,1,0,0,0,50.0
AR,Rvpcs Northside Clinic,1,1,0,0,0,100.0
AR,SHARP,6,3,0,0,0,50.0
AR,"ST FRANCIS HOUSE NWA, INC",2,1,0,0,0,50.0
AR,"Southwest Arkansas Counseling and Mental Health Center, Inc.",2,2,0,0,0,100.0
AR,St Bernards Healthcare SHARP,8,3,0,0,0,37.5
AR,St Francis House NWA Inc,1,0,0,0,0,0.0
AR,St Vincent Medical Grp,3,1,0,0,0,33.33
AR,St. Vincent Medical Group,3,2,0,0,0,66.67
AR,Star Physical Therapy,2,1,0,0,0,50.0
AR,Stillwell Communication Therapy,1,1,0,0,0,100.0
AR,THE LOGAN CENTERS INC,5,4,0,0,0,80.0
AR,THE P.A.T. (PEOPLE ADVOCATING TRANSITION) CENTER,1,1,0,0,0,100.0
AR,Tammy Jerry,2,0,0,0,0,0.0
AR,Temple Memorial Rehabilitation Ctr,1,1,0,0,0,100.0
AR,The Gardens,1,0,0,0,0,0.0
AR,The Learning Center of Northeast Arkansas,6,3,0,0,0,50.0
AR,The P.A.T (People Advocating Transition) Ctr,9,7,0,0,0,77.78
AR,The Pointe Outpatient Behavioral Health Services,13,2,0,0,0,15.38
AR,The Sparc Network,1,1,0,0,0,100.0
AR,Trucore Psychiatry,2,0,0,0,0,0.0
AR,Two Sisters Family Medical,1,1,0,0,0,100.0
AR,"UT Medical Group, Inc.(UT Clinical)",3,1,0,0,0,33.33
AR,Unity Health White County Medical Center,2,0,0,0,0,0.0
AR,University Clinical Health,5,5,0,0,0,100.0
AR,University of Arkansas for Medical Sciences,2,0,0,0,0,0.0
AR,Ut Lebonheur Pediatric Specialists,4,0,0,0,0,0.0
AR,Ut Regional One Physicians,1,1,0,0,0,100.0
AR,Western Arkansas Counseling And Guidance Center,22,11,0,0,0,50.0
AR,"Western Arkansas Counseling and Guidance Center,Inc.",6,2,0,0,0,33.33
AR,White River Rural Health,2,1,0,0,0,50.0
AR,"Williams Consulting, Creating Opportunities For Advancement",2,0,0,0,0,0.0
AR,Your Way Aba,1,1,0,0,0,100.0
AZ,A-Z Neuropsychology,2,1,0,0,0,50.0
AZ,ABRAZO MEDICAL GROUP,5,0,0,0,0,0.0
AZ,ADELANTE HEALTHCARE INC,2,0,0,0,0,0.0
AZ,"AMERICAN ONCOLOGY PARTNERS, P.A.",2,0,0,0,0,0.0
AZ,ARIZONA ALLERGY ASSOCIATES,3,0,0,0,0,0.0
AZ,ARIZONA DERMATOLOGY GROUP A FOREFRONT DERMATOLOGY PRACTICE,12,7,1,0,1,58.33
AZ,Arizona Primary Eycare,1,0,0,0,0,0.0
AZ,BLESSINGS OBGYN AND WOMENS CARE,2,0,0,0,0,0.0
AZ,CLINICA LA FAMILIA PC,3,0,0,0,0,0.0
AZ,Cardiovascular Associates Surgery And Electrophysiology,5,1,2,0,2,20.0
AZ,Centerwell Senior Primary Care Az PC,2,0,0,0,0,0.0
AZ,City of Hope Medical Group of Arizona,2,0,0,0,0,0.0
AZ,Comprehensive Interventional Care Centers PLLC,1,1,0,0,0,100.0
AZ,DENOVA COLLABORATIVE HEALTH LLC,2,1,0,0,0,50.0
AZ,DMG,1,1,0,0,0,100.0
AZ,Flagstaff Medical Center,2,2,0,0,0,100.0
AZ,GILA INTERNAL MEDICINE & GERIATRIC PC,3,0,0,0,0,0.0
AZ,Gila Health Resources,2,1,0,0,0,50.0
AZ,Gila Health Resources LLC,2,1,0,0,0,50.0
AZ,HERA HIGH RISK PREGNANCY SPECIALISTS,3,0,0,0,0,0.0
AZ,Imperial Health Holdings Medical Group,25,11,0,0,0,44.0
AZ,Kelly H Roy MD PC,3,0,0,0,0,0.0
AZ,La Laser Center PC A Professional Medical Corporation,1,0,0,0,0,0.0
AZ,Madison Medical Partners,3,0,0,0,0,0.0
AZ,NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,2,0,0,0,0,0.0
AZ,OTTO BOCK ORTHOPEDIC SERVICES LLC,1,1,0,0,0,100.0
AZ,P3 Health Partners Professional Services PC,9,1,0,0,0,11.11
AZ,Pima Eye Institute PC,1,0,0,0,0,0.0
AZ,Pima Pain Management,2,2,0,0,0,100.0
AZ,Southwest Kidney Institute Plc,1,1,0,0,0,100.0
AZ,THRIVE COUNSELING LLC,2,0,0,0,0,0.0
AZ,Tucson Orthopaedic Institute PC,1,1,0,0,0,100.0
AZ,United Community Health Center Maria Auxiliadora,1,1,0,0,0,100.0
AZ,WESLEY COMMUNITY CENTER INC,2,0,0,0,0,0.0
AZ,WOMENS CARE ARIZONA LLC,3,0,0,0,0,0.0
AZ,WOMENS HEALTH ARIZONA,2,1,0,0,0,50.0
CA,1741 Hauser Blvd Detox,2,1,0,0,0,50.0
CA,2 See Optometry,1,1,0,0,0,100.0
CA,20 20 Family Eye Care Optometric Office,1,1,0,0,0,100.0
CA,"625 North A Street Oxnard Surgery Center, Llc",1,1,0,0,0,100.0
CA,A Better Life Recovery,3,2,0,0,0,66.67
CA,A Better Life Recovery LLC Dba: A Mission For Michael,1,1,0,0,0,100.0
CA,A Better Way Psychiatry,4,2,0,0,0,50.0
CA,A Gregory Caruso MD,1,1,0,0,0,100.0
CA,A Healthworks Med Group of California,1,1,0,0,0,100.0
CA,A Mission For Michael,1,1,0,0,0,100.0
CA,A Wildwood Recovery,1,1,0,0,0,100.0
CA,AARCHAN JOSHI MD INC,2,2,0,0,0,100.0
CA,ABLE TO CHANGE RECOVERY INC,3,2,0,0,0,66.67
CA,ACCESS MEDICAL IPA,28,16,0,0,0,57.14
CA,ADVENTIST HEALTH TEHACHAPI VALLEY,2,2,0,0,0,100.0
CA,ADVENTIST MEDICAL CENTER / HANFORD COMMUNITY MED CNTR,1,1,0,0,0,100.0
CA,AMAYZING KIDS,4,1,1,0,1,25.0
CA,AMVI Medical Group,3,1,0,0,0,33.33
CA,ANDRZEJ BULCZYNSKI MD INC,1,1,0,0,0,100.0
CA,"ANGELES IPA, A MEDICAL CORPORATION",22,11,0,0,0,50.0
CA,ASIAN AMERICAN MEDICAL GROUP,4,2,0,0,0,50.0
CA,Aaron McGuinness Physical Therapist Inc.,21,21,0,0,0,100.0
CA,Aba Enhancement,4,2,0,0,0,50.0
CA,Aba Plus,2,1,0,0,0,50.0
CA,Aba Works,1,1,0,0,0,100.0
CA,Abcde Test,6,6,0,0,0,100.0
CA,Accelerated Urgent Care,2,1,1,0,1,50.0
CA,Access Community Health Ctr,1,1,0,0,0,100.0
CA,Access Ipa,3,3,0,0,0,100.0
CA,Accountable Health Care,7,4,0,0,0,57.14
CA,Accountable Health Care IPA,4,3,0,0,0,75.0
CA,Ace Chiropractic Clinic,1,1,0,0,0,100.0
CA,Achievement Center For Therapy,1,1,0,0,0,100.0
CA,Action Urgent Care,5,5,0,0,0,100.0
CA,Activemed Integrative Health Center,1,1,0,0,0,100.0
CA,Acute Care Surgery Medical Group,7,3,0,0,0,42.86
CA,"Acute Care Surgery Medical Group, Inc",15,9,0,0,0,60.0
CA,Adams Douglas R,1,1,0,0,0,100.0
CA,Advanced Cardiology,1,1,0,0,0,100.0
CA,Advanced Digestive Medical Center,3,0,0,0,0,0.0
CA,Advanced Eye Medical Group A Professional Corporation,1,1,0,0,0,100.0
CA,Advanced Hearing Amplification Services,2,0,0,0,0,0.0
CA,Advanced Imaging Of South Bay,1,1,0,0,0,100.0
CA,Advanced Psychological & Behavioral Medicine Center,1,1,0,0,0,100.0
CA,Advanced Radiology And Interventional Associates,2,1,0,0,0,50.0
CA,Advantage Speech Therapy,1,1,0,0,0,100.0
CA,Advantage Therapy Services,2,0,0,0,0,0.0
CA,Adventist Health Bakersfield,3,3,0,0,0,100.0
CA,Adventist Health Care Network,1,1,0,0,0,100.0
CA,Adventist Health Delano,15,5,0,0,0,33.33
CA,Adventist Health Frank R Howard Memorial,2,2,0,0,0,100.0
CA,Adventist Health Glendale,6,4,1,0,0,66.67
CA,Adventist Health Hanford,2,1,0,0,0,50.0
CA,Adventist Health Hospice Services Hanford,1,1,0,0,0,100.0
CA,Adventist Health Howard Memorial,2,0,0,0,0,0.0
CA,Adventist Health Physicians Network,93,56,0,0,0,60.22
CA,Adventist Health Reedley,6,5,0,0,0,83.33
CA,Adventist Health Simi Valley Hospital,3,2,0,0,0,66.67
CA,Adventist Health Sonora,5,5,0,0,0,100.0
CA,Adventist Health Tehachapi,1,1,0,0,0,100.0
CA,Adventist Health Tulare,1,1,0,0,0,100.0
CA,Adventist Health White Memorial,1,1,0,0,0,100.0
CA,Adventist Medical Center - Reedley,2,2,0,0,0,100.0
CA,Ae Urgent Care - Van Nuys,3,2,0,0,0,66.67
CA,Afc Urgent Care San Diego,1,1,0,0,0,100.0
CA,Afc Urgent Care of San Diego,2,2,0,0,0,100.0
CA,Affiliated Doctors of Orange County Medical Group,1,1,0,0,0,100.0
CA,Affinity Medical Group,44,8,11,0,11,18.18
CA,Afrouz S Gerayli MD,1,1,0,0,0,100.0
CA,Agile Occupational Medicine,45,22,2,0,2,48.89
CA,Agile Occupational Medicine PC,4,4,0,0,0,100.0
CA,Agile Occupational Medicine Pc,1,1,0,0,0,100.0
CA,Ahmed Omer & Ahmed Kelly MD S,1,1,0,0,0,100.0
CA,Aid Atlanta,3,1,0,0,0,33.33
CA,Aid Healthcare Foundation,2,1,0,0,0,50.0
CA,Aids Healthcare Foundation,10,5,0,0,0,50.0
CA,Aimaq Medical Corporation,1,1,0,0,0,100.0
CA,Airport Urgent Care And Industrial Medicine,1,1,0,0,0,100.0
CA,"Ajay Patel MD, A Professional Medical Corporation",1,1,0,0,0,100.0
CA,Akasha Treatment Center,1,1,0,0,0,100.0
CA,Akeso Occupational Health,1,0,0,0,0,0.0
CA,Alameda Health System,12,7,0,0,0,58.33
CA,Alameda Surgery Center,2,1,1,0,1,50.0
CA,Aleracare Medical Group of California,2,2,0,0,0,100.0
CA,Alessandro Medical Professional Corporation,1,0,0,0,0,0.0
CA,Alex Nourian MD,1,1,0,0,0,100.0
CA,Alexandra R Donnelly,2,0,0,0,0,0.0
CA,Algos Inc A Medical Corporation,1,1,0,0,0,100.0
CA,Ali Afshar MD,1,1,0,0,0,100.0
CA,Align Treatment Center,2,1,0,0,0,50.0
CA,Aliso Dermatology Medical Corporation,1,1,0,0,0,100.0
CA,Aliuddin Khaja MD,2,1,1,0,1,50.0
CA,All American Medical Group,2,0,0,0,0,0.0
CA,All Care Medical Group,1,1,0,0,0,100.0
CA,All Star Physical Therapy,52,35,3,0,0,67.31
CA,Allen E Priest,1,1,0,0,0,100.0
CA,Allen John W,1,1,0,0,0,100.0
CA,Allied Pacific of California,25,9,0,0,0,36.0
CA,Allied Physicians Ipa,47,22,1,0,1,46.81
CA,Alpha Care Medical Group,15,5,3,0,3,33.33
CA,Altamed Health Services,3,3,0,0,0,100.0
CA,Altamed Medical & Dental Group Bell (Fqhc),58,34,0,0,0,58.62
CA,Altura Centers For Health,2,1,1,0,1,50.0
CA,Altus Health,2,1,1,0,0,50.0
CA,Alvarado Parkway Institute Behavioral Health System,1,1,0,0,0,100.0
CA,Amada Concierge Clinics PC,6,3,0,0,0,50.0
CA,Amada Health Ghalchi,1,1,0,0,0,100.0
CA,"Amast Medical Associates, PC",1,1,0,0,0,100.0
CA,American Current Care of California,9,6,0,0,0,66.67
CA,American Specialty Health Group,2,0,0,0,0,0.0
CA,Amiri Mariam S,1,1,0,0,0,100.0
CA,Amit Bawa MD,1,1,0,0,0,100.0
CA,Amvi Medical Group,9,2,0,0,0,22.22
CA,Anatol Podolsky,1,1,0,0,0,100.0
CA,Anderson Physical Therapy,1,1,0,0,0,100.0
CA,Andrew H Messiha MD,1,0,0,0,0,0.0
CA,Andrew Imparato,1,1,0,0,0,100.0
CA,"Andrew Nguyen, DO A Professional Medical Corporation",7,1,0,0,0,14.29
CA,Anesthesia Services of San Joaquin,1,1,0,0,0,100.0
CA,Angeles IPA,10,3,0,0,0,30.0
CA,Angeles Ipa,75,39,3,0,3,52.0
CA,Anjani Thakur MD,6,6,0,0,0,100.0
CA,"Anjani Thakur, MD, Inc.",1,1,0,0,0,100.0
CA,"Annette D. St.Marie, LMFT",5,4,0,0,0,80.0
CA,Anthony Martin Mills MD A Medical Corporation,2,2,0,0,0,100.0
CA,"Anthony Martin Mills MD, A Medical Corporation",2,1,0,0,0,50.0
CA,Apex Annex Health Center,1,1,0,0,0,100.0
CA,Apollo Medical Group,1,1,0,0,0,100.0
CA,Applecare Medical Group Downey Region,10,3,3,0,3,30.0
CA,Arcadia Radiology Medical Group,1,1,0,0,0,100.0
CA,Arensdorf Chiropractic,1,1,0,0,0,100.0
CA,Aria Community Health Center (Fqhc),1,1,0,0,0,100.0
CA,Arise Psychiatric Medical Group Inc,3,2,0,0,0,66.67
CA,Arrowhead Orthopaedics,2,1,0,0,0,50.0
CA,Artesia Community Healthcare,1,1,0,0,0,100.0
CA,Ascenthealth,2,1,0,0,0,50.0
CA,"Asian Americans for Community Involvement of Santa Clara County, Inc.",4,3,0,0,0,75.0
CA,Aspire Counseling Services,3,3,0,0,0,100.0
CA,Aspire Physical Therapy & Sports Performance,11,11,0,0,0,100.0
CA,Aspire Physical Therapy And Sports Performance,8,8,0,0,0,100.0
CA,Associated Hispanic Physicians IPA,8,4,0,0,0,50.0
CA,Associated Hispanic Physicians of Southern California,13,4,1,0,1,30.77
CA,Asterios Tsimpas MD Msc Mba,1,1,0,0,0,100.0
CA,Athar M Ansari MD,2,2,0,0,0,100.0
CA,Audiology Services Company USA LLC,1,1,0,0,0,100.0
CA,Aureus Medical Group,2,2,0,0,0,100.0
CA,Aurora Las Encinas,1,1,0,0,0,100.0
CA,Aurora San Diego,1,1,0,0,0,100.0
CA,Autism Behavior Intervention,1,1,0,0,0,100.0
CA,Autism Learning Partners,4,2,0,0,0,50.0
CA,Av Pediatrics Allergy And Family Medicine,1,1,0,0,0,100.0
CA,Axminster Medical Group,7,5,0,0,0,71.43
CA,Azure Acres,1,1,0,0,0,100.0
CA,Azure Medical PC,1,1,0,0,0,100.0
CA,BEHAVIOR FRONTIERS LLC,6,6,0,0,0,100.0
CA,BSP Physical Therapy Inc.,3,1,0,0,0,33.33
CA,Baas & Wood Physical Therapy Services,12,2,10,0,10,16.67
CA,Balance Treatment Corporation,4,1,1,0,1,25.0
CA,Baldeep Mann,3,2,0,0,0,66.67
CA,Banner Health Physicians Colorado,1,0,0,0,0,0.0
CA,Banyan Palm Springs,4,2,0,0,0,50.0
CA,Baraye,1,1,0,0,0,100.0
CA,Barona Acupuncture Herb Clinic,3,0,0,0,0,0.0
CA,Barrows Training Education Physical Therapy,1,1,0,0,0,100.0
CA,Bartley Physical Therapy PC,3,1,0,0,0,33.33
CA,Barton Medical Foundation,3,1,0,0,0,33.33
CA,Bay Area Community Health (Fqhc),4,2,0,0,0,50.0
CA,Bay Area Foot Care INC Dba Bay Area Foot Care,2,1,0,0,0,50.0
CA,Bay Area Occupational Medical Group Pc,1,0,0,0,0,0.0
CA,Bay Area Retina Associates,3,2,0,0,0,66.67
CA,Bay Area Surgical Specialists,2,2,0,0,0,100.0
CA,Bay Childrens Physicians,54,16,3,0,3,29.63
CA,Bay Imaging Consultants Medical Group,4,2,0,0,0,50.0
CA,Baychildren's Physicians,25,11,4,0,4,44.0
CA,Beach Cities Internal Medicine,1,1,0,0,0,100.0
CA,Beach Cities Orthopedics And Sports Medicine,1,0,0,0,0,0.0
CA,Beach Kids Therapy Center,1,1,0,0,0,100.0
CA,Beakey Michelle L,2,1,1,0,1,50.0
CA,"Beaming Healthcare Group, P.C.",74,52,0,0,0,70.27
CA,Beaver Medical Group,13,6,0,0,0,46.15
CA,Beck And Cale Physical Therapy of Santa Maria,2,1,0,0,0,50.0
CA,Behavior Frontiers,2,1,0,0,0,50.0
CA,Bella Vista Medical Group,29,11,2,0,2,37.93
CA,"Benchmark Young Adult School, Inc.",1,1,0,0,0,100.0
CA,"Benchmark Young Adult School, Inc.,  DBA Benchmark Transitions",2,2,0,0,0,100.0
CA,Benevolence Industries,1,1,0,0,0,100.0
CA,Berman Skin Institute Medical Group,3,2,1,0,1,66.67
CA,Beth A Dorn MD,1,1,0,0,0,100.0
CA,Better Life Counseling Center,2,1,0,0,0,50.0
CA,Beverly Hills Ctr For Special Surgery,4,2,2,0,2,50.0
CA,Beyou Behavior Therapy,1,1,0,0,0,100.0
CA,Beyou Behavior Therapy LLC,2,1,0,0,0,50.0
CA,Bhc Alhambra Hospital,1,1,0,0,0,100.0
CA,Big Bear Urgent Care,8,8,0,0,0,100.0
CA,Big Leap Medical Group of California P.C.,3,2,0,0,0,66.67
CA,Bioevolve San Diego Orthobiologics And Sports Center,1,1,0,0,0,100.0
CA,Bissell Chiropractic Clinic,1,1,0,0,0,100.0
CA,Bloom Psychology,2,1,0,0,0,50.0
CA,Blooming Behavior Services,1,1,0,0,0,100.0
CA,Blooming Child Development,6,4,0,0,0,66.67
CA,Blooming Flowers Speech And Language Therapy Center,3,1,0,0,0,33.33
CA,Blossom Ridge Medical,1,1,0,0,0,100.0
CA,Blue Zones Health Marina,16,10,0,0,0,62.5
CA,"Body In Balance Physical Therapy, Inc.",1,1,0,0,0,100.0
CA,Boomerang Healthcare,14,6,0,0,0,42.86
CA,Boyko John J,1,0,0,0,0,0.0
CA,Bps Care,1,1,0,0,0,100.0
CA,Bras And Honey Lingerie Limited,2,2,0,0,0,100.0
CA,Brian B Lo MD,2,2,0,0,0,100.0
CA,Briggsmore Specialty Center,35,5,1,0,1,14.29
CA,Bright Future Recovery,3,3,0,0,0,100.0
CA,Bright Heart Health Medical Group,1,1,0,0,0,100.0
