CNT_STATE,ORG_NM,RUN_NO,TOT_FILE_CNT,SCS_CNT,SCS_PCT_FILE
AR,Cross River Therapy Ar,1,2,0,0.0
AR,Cross River Therapy Ar,2,2,0,0.0
AR,Delta Behavioral Health LLC,1,1,0,0.0
AR,Delta Counseling Assoc,1,1,0,0.0
AR,Delta Counseling Assoc Youth,1,4,0,0.0
AR,"Delta Counseling Associates, Inc.",1,1,1,100.0
AR,Dermott School,1,1,0,0.0
AR,Dermott School,2,1,0,0.0
AR,Divine Mercy Health Center,1,1,0,0.0
AR,Divine Mercy Health Center,2,1,0,0.0
AR,Dream Team Anesthesia,1,1,1,100.0
AR,Drew Central School,1,1,0,0.0
AR,Drew Central School,2,1,0,0.0
AR,Drew Central School,3,1,1,100.0
AR,EAR NOSE & THROAT CENTER OF THE OZARKS,1,3,1,33.33
AR,ENABLE BIOSCIENCES INC,1,1,0,0.0
AR,ENABLE BIOSCIENCES INC,2,1,1,100.0
AR,"Ear, Nose & Throat Ctr of The Ozarks",1,3,2,66.67
AR,East Texas Border Health Clinic,1,1,1,100.0
AR,Eudora Medical Clinic,1,1,0,0.0
AR,Eudora Medical Clinic,2,1,1,100.0
AR,Experience Counseling Clinic,1,1,0,0.0
AR,Experience Counseling Clinic,2,1,0,0.0
AR,Families of Arkansas,1,51,38,74.51
AR,Families of Arkansas,2,10,4,40.0
AR,Families of Arkansas,3,5,4,80.0
AR,Family Healthcare Associates of Southeast Arkansas,1,2,1,50.0
AR,Family Healthcare Associates of Southeast Arkansas,2,1,1,100.0
AR,Freshley Renewed Transitional,1,1,0,0.0
AR,Freshley Renewed Transitional,2,1,1,100.0
AR,Friendship Community Care,1,3,1,33.33
AR,Friendship Community Care,2,2,1,50.0
AR,Friendship Community Care,3,1,0,0.0
AR,Fusion Therapy Center,1,4,3,75.0
AR,Gainful Pragmatic Solutions,1,3,1,33.33
AR,Gainful Pragmatic Solutions,2,1,1,100.0
AR,Genesis Prime Care,1,1,0,0.0
AR,Grow Learning Centre,1,1,1,100.0
AR,Guided Growth Thearpy PLLC,1,1,1,100.0
AR,"Hailee Elizabeth Rutherford Fnp-C, PLLC",1,1,0,0.0
AR,"Hailee Elizabeth Rutherford Fnp-C, PLLC",2,1,0,0.0
AR,Hands On Learning,1,1,1,100.0
AR,Harbor House,1,1,1,100.0
AR,Harrison Lonnie E,1,1,0,0.0
AR,Harrison Lonnie E,2,1,0,0.0
AR,Harrison Lonnie E,3,1,1,100.0
AR,"Healthstar Physicians of Hot Springs, PLLC",1,3,1,33.33
AR,"Healthstar Physicians of Hot Springs, PLLC",2,2,1,50.0
AR,Highlands Oncology Group PA,1,1,1,100.0
AR,Hopebridge,1,1,0,0.0
AR,"Ideal Option, PLLC",1,1,0,0.0
AR,"Ideal Option, PLLC",2,1,0,0.0
AR,Impact Counseling Clinic,1,2,0,0.0
AR,Impact Counseling Clinic,2,2,0,0.0
AR,Improved Dynamics Ab A of Ky,1,1,0,0.0
AR,Improved Dynamics Ab A of Ky,2,1,0,0.0
AR,"JK Williamson Consulting, LLC",1,2,0,0.0
AR,Jefferson Regional Medical Center,1,4,4,100.0
AR,"Jk Williamson Consulting, PLLC",1,1,1,100.0
AR,"KIDS FOR THE FUTURE OF HELENA, INC",1,1,1,100.0
AR,"KIDS FOR THE FUTURE OF MARIANNA, INC.",1,1,1,100.0
AR,"KIDS FOR THE FUTURE OF MARION, Inc.",1,2,2,100.0
AR,"KIDS FOR THE FUTURE OF PARKIN, Inc.",1,1,1,100.0
AR,Kids For The Future of Forrest City Inc,1,2,2,100.0
AR,Kids Unlimited Learning Academy,1,1,0,0.0
AR,Kids Unlimited Learning Academy,2,1,0,0.0
AR,"Kids for the Future Therapy Group, Inc.",1,1,1,100.0
AR,Lakeside School,1,1,0,0.0
AR,Lakeside School,2,1,1,100.0
AR,Lighthouse Aba And Behavioral Consulting,1,2,1,50.0
AR,Living Well Professional Counseling,1,1,0,0.0
AR,Lonoke Physical Therapy,1,1,1,100.0
AR,Mainline Dermott Medical Clinic,1,1,0,0.0
AR,Mainline Dermott Medical Clinic,2,1,1,100.0
AR,Mainline Health Systems,1,1,0,0.0
AR,Mainline Health Systems,2,1,0,0.0
AR,"Mainline Health Systems, Inc.",1,3,1,33.33
AR,"Mainline Health Systems, Inc.",2,1,0,0.0
AR,Mainline Health Systems- Warren,1,1,0,0.0
AR,Mainline Health Systems- Warren,2,1,0,0.0
AR,Mainline Health Systems- Warren,3,1,1,100.0
AR,Mainline Uam Medical Clinic,1,1,0,0.0
AR,Mainline Uam Medical Clinic,2,1,1,100.0
AR,Medical Associates of Northwest Arkansas,1,1,0,0.0
AR,Medical Associates of Northwest Arkansas,2,1,0,0.0
AR,Medical College Physician Group,1,9,2,22.22
AR,Medical College Physician Group,2,3,2,66.67
AR,Mercy Clinic Fort Smith Communities,1,10,3,30.0
AR,Mercy Clinic Fort Smith Communities,2,2,1,50.0
AR,Mercy Clinics Ortho Pedics River Valley,3,1,0,0.0
AR,Mercy Heart and Vascular,1,1,0,0.0
AR,Mercy Heart and Vascular,2,1,0,0.0
AR,Midsouth Transitions Medical Group,1,1,1,100.0
AR,Mission Psychotherapy Services,1,3,3,100.0
AR,Mitchell Family Medicine,1,3,0,0.0
AR,Mitchell Family Medicine,2,3,2,66.67
AR,Momentum Aba Therapy,1,2,1,50.0
AR,Momentum Aba Therapy,2,1,0,0.0
AR,My Psych Health,1,1,0,0.0
AR,My Psych Health,2,1,0,0.0
AR,Nea Baptist Clinic,1,8,3,37.5
AR,Nextstep Counseling Services,1,51,26,50.98
AR,Nextstep Counseling Services,2,7,0,0.0
AR,Nextstep Counseling Services,3,5,2,40.0
AR,Nextstep Counseling Services,4,1,0,0.0
AR,North Arkansas Regional Medical Center,1,1,1,100.0
AR,Northwest Physicians,1,5,1,20.0
AR,Northwest Physicians,2,1,0,0.0
AR,Northwest Physicians LLC,1,5,2,40.0
AR,Northwest Physicians LLC,2,1,0,0.0
AR,Northwest Physicians LLC,3,1,0,0.0
AR,Northwest Physicians LLC,4,1,0,0.0
AR,OZARK GUIDANCE,1,7,6,85.71
AR,OZARK GUIDANCE,2,1,0,0.0
AR,OZARK GUIDANCE,3,1,0,0.0
AR,OZARK GUIDANCE,4,1,0,0.0
AR,OZARK GUIDANCE,5,1,0,0.0
AR,Optum Behavioral Care of North Carolina  PC,1,1,0,0.0
AR,Optum Behavioral Care of North Carolina  PC,2,1,0,0.0
AR,"Optum Behavioral Care of North Carolina, P.C.",1,6,3,50.0
AR,Ouachita Childrens Center,1,1,0,0.0
AR,Ouachita Physical Therapy,1,1,0,0.0
AR,Ouachita Physical Therapy,2,1,0,0.0
AR,Ouachita Physician Svcs,1,1,0,0.0
AR,Ouachita Regional Counseling,1,2,1,50.0
AR,Ouachita Regional Counseling,2,1,1,100.0
AR,Ozark Guidance Ctr,1,1,1,100.0
AR,Ozark Regional Vein Center,1,1,0,0.0
AR,Ozark Regional Vein Center,2,1,1,100.0
AR,Pain Treatment Centers Of America,1,2,1,50.0
AR,Pain Treatment Centers of America,1,3,3,100.0
AR,Pain Treatment Centers of America PLLC,1,3,3,100.0
AR,Pathways Pediatric Therapies,1,1,1,100.0
AR,Pediatrics Plus Therapy Services,1,1,1,100.0
AR,Phoenix Counseling Svcs,1,1,0,0.0
AR,Phoenix Counseling Svcs,2,1,1,100.0
AR,"Pinnacle Gastroenterology Associates, PLLC",1,2,0,0.0
AR,"Pinnacle Gastroenterology Associates, PLLC",2,2,1,50.0
AR,Pioneer Health Services,1,2,1,50.0
AR,Pioneer Health Services,2,1,1,100.0
AR,Pivot Integrative Health,1,2,0,0.0
AR,Pivot Integrative Health,2,2,1,50.0
AR,Premier Dermatology & Aesthetics,1,1,0,0.0
AR,Premier Dermatology & Aesthetics,2,1,1,100.0
AR,"Prestige Care, PLLC",1,1,1,100.0
AR,Professional Counseling Associates,1,4,2,50.0
AR,Professional Counseling Associates,2,2,0,0.0
AR,Quality Healthcare Resources,1,1,0,0.0
AR,Quality Healthcare Resources,2,1,1,100.0
AR,REDING & LEACH MD PLLC,1,1,0,0.0
AR,REDING & LEACH MD PLLC,2,1,1,100.0
AR,REVIVE HEALTH AND WELLNESS,1,2,2,100.0
AR,Reding & Leach MD,1,1,0,0.0
AR,Regional Therapy Services Inc.,1,1,1,100.0
AR,RehabNet,1,12,5,41.67
AR,RehabNet,2,1,0,0.0
AR,Rehabilitation Network of Arkansas Inc,1,31,10,32.26
AR,Rehabilitation Network of Arkansas Inc,2,14,5,35.71
AR,Rehabilitation Network of Arkansas Inc,3,3,0,0.0
AR,Rehabilitation Network of Arkansas Inc,4,2,0,0.0
AR,Rehabilitation Network of Arkansas Inc,5,1,0,0.0
AR,Revive Health & Wellness,1,1,1,100.0
AR,"Rise Rehabilitation, LLC",1,1,0,0.0
AR,"Rise Rehabilitation, LLC",2,1,0,0.0
AR,"River Valley ABA Services, INC",1,6,4,66.67
AR,River Valley Aba Services,1,1,1,100.0
AR,River Valley Youth Foundation,1,1,0,0.0
AR,Rpi Behavioral Health,1,1,0,0.0
AR,Rpi Behavioral Health,2,1,1,100.0
AR,Rvpcs Northside Clinic,1,1,1,100.0
AR,SHARP,1,5,2,40.0
AR,SHARP,2,1,1,100.0
AR,"ST FRANCIS HOUSE NWA, INC",1,2,1,50.0
AR,"Southwest Arkansas Counseling and Mental Health Center, Inc.",1,2,2,100.0
AR,St Bernards Healthcare SHARP,1,5,3,60.0
AR,St Bernards Healthcare SHARP,2,2,0,0.0
AR,St Bernards Healthcare SHARP,3,1,0,0.0
AR,St Francis House NWA Inc,1,1,0,0.0
AR,St Vincent Medical Grp,1,3,1,33.33
AR,St. Vincent Medical Group,1,3,2,66.67
AR,Star Physical Therapy,1,1,0,0.0
AR,Star Physical Therapy,2,1,1,100.0
AR,Stillwell Communication Therapy,1,1,1,100.0
AR,THE LOGAN CENTERS INC,1,5,4,80.0
AR,THE P.A.T. (PEOPLE ADVOCATING TRANSITION) CENTER,1,1,1,100.0
AR,Tammy Jerry,1,1,0,0.0
AR,Tammy Jerry,2,1,0,0.0
AR,Temple Memorial Rehabilitation Ctr,1,1,1,100.0
AR,The Gardens,1,1,0,0.0
AR,The Learning Center of Northeast Arkansas,1,3,1,33.33
AR,The Learning Center of Northeast Arkansas,2,2,1,50.0
AR,The Learning Center of Northeast Arkansas,3,1,1,100.0
AR,The P.A.T (People Advocating Transition) Ctr,1,8,7,87.5
AR,The P.A.T (People Advocating Transition) Ctr,2,1,0,0.0
AR,The Pointe Outpatient Behavioral Health Services,1,12,1,8.33
AR,The Pointe Outpatient Behavioral Health Services,2,1,1,100.0
AR,The Sparc Network,1,1,1,100.0
AR,Trucore Psychiatry,1,1,0,0.0
AR,Trucore Psychiatry,2,1,0,0.0
AR,Two Sisters Family Medical,1,1,1,100.0
AR,"UT Medical Group, Inc.(UT Clinical)",1,2,1,50.0
AR,"UT Medical Group, Inc.(UT Clinical)",2,1,0,0.0
AR,Unity Health White County Medical Center,1,1,0,0.0
AR,Unity Health White County Medical Center,2,1,0,0.0
AR,University Clinical Health,1,5,5,100.0
AR,University of Arkansas for Medical Sciences,1,1,0,0.0
AR,University of Arkansas for Medical Sciences,2,1,0,0.0
AR,Ut Lebonheur Pediatric Specialists,1,2,0,0.0
AR,Ut Lebonheur Pediatric Specialists,2,2,0,0.0
AR,Ut Regional One Physicians,1,1,1,100.0
AR,Western Arkansas Counseling And Guidance Center,1,17,11,64.71
AR,Western Arkansas Counseling And Guidance Center,2,3,0,0.0
AR,Western Arkansas Counseling And Guidance Center,3,2,0,0.0
AR,"Western Arkansas Counseling and Guidance Center,Inc.",1,4,2,50.0
AR,"Western Arkansas Counseling and Guidance Center,Inc.",2,2,0,0.0
AR,White River Rural Health,1,1,0,0.0
AR,White River Rural Health,2,1,1,100.0
AR,"Williams Consulting, Creating Opportunities For Advancement",1,1,0,0.0
AR,"Williams Consulting, Creating Opportunities For Advancement",2,1,0,0.0
AR,Your Way Aba,1,1,1,100.0
AZ,A-Z Neuropsychology,1,1,0,0.0
AZ,A-Z Neuropsychology,2,1,1,100.0
AZ,ABRAZO MEDICAL GROUP,1,2,0,0.0
AZ,ABRAZO MEDICAL GROUP,2,2,0,0.0
AZ,ABRAZO MEDICAL GROUP,3,1,0,0.0
AZ,ADELANTE HEALTHCARE INC,1,1,0,0.0
AZ,ADELANTE HEALTHCARE INC,2,1,0,0.0
AZ,"AMERICAN ONCOLOGY PARTNERS, P.A.",1,2,0,0.0
AZ,ARIZONA ALLERGY ASSOCIATES,1,1,0,0.0
AZ,ARIZONA ALLERGY ASSOCIATES,2,1,0,0.0
AZ,ARIZONA ALLERGY ASSOCIATES,3,1,0,0.0
AZ,ARIZONA DERMATOLOGY GROUP A FOREFRONT DERMATOLOGY PRACTICE,1,7,3,42.86
AZ,ARIZONA DERMATOLOGY GROUP A FOREFRONT DERMATOLOGY PRACTICE,2,4,3,75.0
AZ,ARIZONA DERMATOLOGY GROUP A FOREFRONT DERMATOLOGY PRACTICE,3,1,1,100.0
AZ,Arizona Primary Eycare,1,1,0,0.0
AZ,BLESSINGS OBGYN AND WOMENS CARE,1,1,0,0.0
AZ,BLESSINGS OBGYN AND WOMENS CARE,2,1,0,0.0
AZ,CLINICA LA FAMILIA PC,1,1,0,0.0
AZ,CLINICA LA FAMILIA PC,2,1,0,0.0
AZ,CLINICA LA FAMILIA PC,3,1,0,0.0
AZ,Cardiovascular Associates Surgery And Electrophysiology,1,2,0,0.0
AZ,Cardiovascular Associates Surgery And Electrophysiology,2,2,1,50.0
AZ,Cardiovascular Associates Surgery And Electrophysiology,3,1,0,0.0
AZ,Centerwell Senior Primary Care Az PC,1,1,0,0.0
AZ,Centerwell Senior Primary Care Az PC,2,1,0,0.0
AZ,City of Hope Medical Group of Arizona,1,1,0,0.0
AZ,City of Hope Medical Group of Arizona,2,1,0,0.0
AZ,Comprehensive Interventional Care Centers PLLC,1,1,1,100.0
AZ,DENOVA COLLABORATIVE HEALTH LLC,1,1,0,0.0
AZ,DENOVA COLLABORATIVE HEALTH LLC,2,1,1,100.0
AZ,DMG,1,1,1,100.0
AZ,Flagstaff Medical Center,1,2,2,100.0
AZ,GILA INTERNAL MEDICINE & GERIATRIC PC,1,1,0,0.0
AZ,GILA INTERNAL MEDICINE & GERIATRIC PC,2,1,0,0.0
AZ,GILA INTERNAL MEDICINE & GERIATRIC PC,3,1,0,0.0
AZ,Gila Health Resources,1,1,0,0.0
AZ,Gila Health Resources,2,1,1,100.0
AZ,Gila Health Resources LLC,1,1,0,0.0
AZ,Gila Health Resources LLC,2,1,1,100.0
AZ,HERA HIGH RISK PREGNANCY SPECIALISTS,1,1,0,0.0
AZ,HERA HIGH RISK PREGNANCY SPECIALISTS,2,1,0,0.0
AZ,HERA HIGH RISK PREGNANCY SPECIALISTS,3,1,0,0.0
AZ,Imperial Health Holdings Medical Group,1,13,3,23.08
AZ,Imperial Health Holdings Medical Group,2,10,8,80.0
AZ,Imperial Health Holdings Medical Group,3,1,0,0.0
AZ,Imperial Health Holdings Medical Group,4,1,0,0.0
AZ,Kelly H Roy MD PC,1,1,0,0.0
AZ,Kelly H Roy MD PC,2,1,0,0.0
AZ,Kelly H Roy MD PC,3,1,0,0.0
AZ,La Laser Center PC A Professional Medical Corporation,1,1,0,0.0
AZ,Madison Medical Partners,1,1,0,0.0
AZ,Madison Medical Partners,2,1,0,0.0
AZ,Madison Medical Partners,3,1,0,0.0
AZ,NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,1,1,0,0.0
AZ,NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,2,1,0,0.0
AZ,OTTO BOCK ORTHOPEDIC SERVICES LLC,1,1,1,100.0
AZ,P3 Health Partners Professional Services PC,1,3,0,0.0
AZ,P3 Health Partners Professional Services PC,2,3,0,0.0
AZ,P3 Health Partners Professional Services PC,3,2,1,50.0
AZ,P3 Health Partners Professional Services PC,4,1,0,0.0
AZ,Pima Eye Institute PC,1,1,0,0.0
AZ,Pima Pain Management,1,2,2,100.0
AZ,Southwest Kidney Institute Plc,1,1,1,100.0
AZ,THRIVE COUNSELING LLC,1,1,0,0.0
AZ,THRIVE COUNSELING LLC,2,1,0,0.0
AZ,Tucson Orthopaedic Institute PC,1,1,1,100.0
AZ,United Community Health Center Maria Auxiliadora,1,1,1,100.0
AZ,WESLEY COMMUNITY CENTER INC,1,1,0,0.0
AZ,WESLEY COMMUNITY CENTER INC,2,1,0,0.0
AZ,WOMENS CARE ARIZONA LLC,1,1,0,0.0
AZ,WOMENS CARE ARIZONA LLC,2,1,0,0.0
AZ,WOMENS CARE ARIZONA LLC,3,1,0,0.0
AZ,WOMENS HEALTH ARIZONA,1,1,0,0.0
AZ,WOMENS HEALTH ARIZONA,2,1,1,100.0
CA,1741 Hauser Blvd Detox,1,1,0,0.0
CA,1741 Hauser Blvd Detox,2,1,1,100.0
CA,2 See Optometry,1,1,1,100.0
CA,20 20 Family Eye Care Optometric Office,1,1,1,100.0
CA,"625 North A Street Oxnard Surgery Center, Llc",1,1,1,100.0
CA,A Better Life Recovery,1,2,1,50.0
CA,A Better Life Recovery,2,1,1,100.0
CA,A Better Life Recovery LLC Dba: A Mission For Michael,1,1,1,100.0
CA,A Better Way Psychiatry,1,2,1,50.0
CA,A Better Way Psychiatry,2,1,0,0.0
CA,A Better Way Psychiatry,3,1,1,100.0
CA,A Gregory Caruso MD,1,1,1,100.0
CA,A Healthworks Med Group of California,1,1,1,100.0
CA,A Mission For Michael,1,1,1,100.0
CA,A Wildwood Recovery,1,1,1,100.0
CA,AARCHAN JOSHI MD INC,1,2,2,100.0
CA,ABLE TO CHANGE RECOVERY INC,1,2,1,50.0
CA,ABLE TO CHANGE RECOVERY INC,2,1,1,100.0
CA,ACCESS MEDICAL IPA,1,17,8,47.06
CA,ACCESS MEDICAL IPA,2,8,6,75.0
CA,ACCESS MEDICAL IPA,3,2,1,50.0
CA,ACCESS MEDICAL IPA,4,1,1,100.0
CA,ADVENTIST HEALTH TEHACHAPI VALLEY,1,2,2,100.0
CA,ADVENTIST MEDICAL CENTER / HANFORD COMMUNITY MED CNTR,1,1,1,100.0
CA,AMAYZING KIDS,1,1,0,0.0
CA,AMAYZING KIDS,2,1,0,0.0
CA,AMAYZING KIDS,3,1,0,0.0
CA,AMAYZING KIDS,4,1,1,100.0
CA,AMVI Medical Group,1,1,0,0.0
CA,AMVI Medical Group,2,1,0,0.0
CA,AMVI Medical Group,3,1,1,100.0
CA,ANDRZEJ BULCZYNSKI MD INC,1,1,1,100.0
CA,"ANGELES IPA, A MEDICAL CORPORATION",1,12,7,58.33
CA,"ANGELES IPA, A MEDICAL CORPORATION",2,5,2,40.0
CA,"ANGELES IPA, A MEDICAL CORPORATION",3,3,1,33.33
CA,"ANGELES IPA, A MEDICAL CORPORATION",4,2,1,50.0
CA,ASIAN AMERICAN MEDICAL GROUP,1,2,1,50.0
CA,ASIAN AMERICAN MEDICAL GROUP,2,1,0,0.0
CA,ASIAN AMERICAN MEDICAL GROUP,3,1,1,100.0
CA,Aaron McGuinness Physical Therapist Inc.,1,21,21,100.0
CA,Aba Enhancement,1,2,1,50.0
CA,Aba Enhancement,2,1,0,0.0
CA,Aba Enhancement,3,1,1,100.0
CA,Aba Plus,1,1,0,0.0
CA,Aba Plus,2,1,1,100.0
CA,Aba Works,1,1,1,100.0
CA,Abcde Test,1,6,6,100.0
CA,Accelerated Urgent Care,1,1,0,0.0
CA,Accelerated Urgent Care,2,1,1,100.0
CA,Access Community Health Ctr,1,1,1,100.0
CA,Access Ipa,1,3,3,100.0
CA,Accountable Health Care,1,5,3,60.0
CA,Accountable Health Care,2,1,0,0.0
CA,Accountable Health Care,3,1,1,100.0
CA,Accountable Health Care IPA,1,4,3,75.0
CA,Ace Chiropractic Clinic,1,1,1,100.0
CA,Achievement Center For Therapy,1,1,1,100.0
CA,Action Urgent Care,1,5,5,100.0
CA,Activemed Integrative Health Center,1,1,1,100.0
CA,Acute Care Surgery Medical Group,1,3,1,33.33
CA,Acute Care Surgery Medical Group,2,2,1,50.0
CA,Acute Care Surgery Medical Group,3,2,1,50.0
CA,"Acute Care Surgery Medical Group, Inc",1,10,5,50.0
CA,"Acute Care Surgery Medical Group, Inc",2,4,3,75.0
CA,"Acute Care Surgery Medical Group, Inc",3,1,1,100.0
CA,Adams Douglas R,1,1,1,100.0
CA,Advanced Cardiology,1,1,1,100.0
CA,Advanced Digestive Medical Center,1,1,0,0.0
CA,Advanced Digestive Medical Center,2,1,0,0.0
CA,Advanced Digestive Medical Center,3,1,0,0.0
CA,Advanced Eye Medical Group A Professional Corporation,1,1,1,100.0
CA,Advanced Hearing Amplification Services,1,1,0,0.0
CA,Advanced Hearing Amplification Services,2,1,0,0.0
CA,Advanced Imaging Of South Bay,1,1,1,100.0
CA,Advanced Psychological & Behavioral Medicine Center,1,1,1,100.0
CA,Advanced Radiology And Interventional Associates,1,1,0,0.0
CA,Advanced Radiology And Interventional Associates,2,1,1,100.0
CA,Advantage Speech Therapy,1,1,1,100.0
CA,Advantage Therapy Services,1,1,0,0.0
CA,Advantage Therapy Services,2,1,0,0.0
CA,Adventist Health Bakersfield,1,3,3,100.0
CA,Adventist Health Care Network,1,1,1,100.0
CA,Adventist Health Delano,1,6,2,33.33
